I;II;III;IV;V;GS;suma;BP;z-s;Liczba;b³;as;eff%;liczba;b³1;poz%;perf%;liczba1;b³2;blok;Pkt;skut%;eff%1;pkt;wyblok;Nazwisko;Klub;Klucz;Data spotkania
;*;;*;*;-;1;0;1;1;0;0;0%;7;0;71%;43%;1;0;0;1;100%;100%;0;0;13 Renata Bia³a ;I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;13.11.2020, 18:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Paulina Zaborowska ;I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;13.11.2020, 18:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Sandra Szczygio³ ;I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;13.11.2020, 18:00
5;6;3;3;3;-;5;3;5;22;0;0;5%;0;0;-;-;3;0;0;3;100%;100%;2;3;18 Katarzyna Skorupa ;I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;13.11.2020, 18:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;19 Zuzanna Zieliñska (L);I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;13.11.2020, 18:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;1 Katarina Osadchuk ;I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;4 Joanna Pacak ;I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
4;4;4;;;-;8;4;5;9;0;1;11%;11;0;82%;45%;17;2;1;6;35%;18%;1;1;6 Aleksandra Wójcik ;I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
1;1;1;;;-;13;5;11;12;0;1;8%;23;0;74%;39%;20;1;1;12;60%;50%;0;2;7 Katarina Lazoviæ ;I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;8 Aleksandra Szczepañska ;I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
5;5;5;;;-;10;3;6;13;2;1;0%;2;1;0%;0%;10;1;0;7;70%;60%;2;3;9 Nadja Ninkoviæ ;I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;10 Agata Wawrzyñczyk ;I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
6;6;6;;;-;2;0;2;9;0;0;0%;0;0;-;-;6;0;0;2;33%;33%;0;2;12 Britt Bongaerts ;I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
*;*;*;;;-;0;0;0;0;0;0;-;18;0;72%;22%;0;0;0;0;-;-;0;0;13 Krystyna Strasz (L);I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
2;2;2;;;-;7;3;6;21;0;1;14%;0;0;-;-;8;1;0;4;50%;38%;2;0;15 Klaudia Alagierska ;I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;17 Oliwia Laszczyk ;I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
3;3;3;;;-;20;8;13;10;0;0;0%;0;0;-;-;36;5;2;17;47%;28%;3;0;18 Katarzyna Zaroœliñska-Król ;I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;27 Ann Kalandadze ;I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;33 Magdalena Saad (L);I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
6;5;6;;;-;5;0;5;6;0;0;0%;1;0;100%;0%;7;0;0;4;57%;56%;1;1;1 Maja Tokarska ;I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
4;3;4;;;-;8;3;0;7;1;0;-14%;0;0;-;-;21;4;3;7;33%;0%;1;2;3 Julie Oliveira Souza ;I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
2;1;2;;;-;8;0;-1;15;3;0;-20%;36;1;64%;31%;23;2;3;8;35%;13%;0;2;4 Jessica Rivero Marin ;I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
5;4;5;;;-;9;2;4;5;0;0;0%;14;2;36%;14%;20;2;1;7;35%;20%;2;1;6 Olivia Ró¿añski ;I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
;;*;;;-;2;0;1;2;0;0;0%;6;0;83%;17%;4;0;1;2;50%;25%;0;0;7 Daria Szczyrba ;I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;8 Zana Zdovc Sporer ;I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
3;2;3;;;-;10;1;9;12;0;1;8%;0;0;-;-;15;1;0;9;60%;53%;0;3;10 Shelly Stafford ;I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
*;*;*;;;-;0;0;-1;0;0;0;-;15;1;53%;33%;0;0;0;0;-;-;0;0;11 Izabela Lemañczyk (L);I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
;;*;;;-;0;0;0;1;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;12 Diana D¹browska ;I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Maja Szymañska ;I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Klaudia Kulig (L);I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;17 Paulina Majkowska ;I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
1;6;1;;;-;1;0;1;10;0;0;0%;0;0;-;-;4;0;0;1;25%;25%;0;2;21 Alicja Grabka ;I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
;;*;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;62 Marta Matejko ;I£ Capital Legionovia Legionowo;14.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;14.11.2020, 17:30
2;1;1;2;;-;3;3;2;20;1;2;5%;0;0;-;-;5;0;0;0;0%;0%;1;4;1 Ewelina Polak ;I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
1;6;6;1;;-;10;3;10;14;0;1;7%;6;0;67%;0%;15;0;0;6;40%;40%;3;1;3 Monika Ptak ;I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
;*;*;*;;-;0;0;-1;4;1;0;-25%;0;0;-;-;0;0;0;0;-;-;0;0;4 Karolina Bednarek ;I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
*;*;4;5;;-;16;8;9;8;3;1;-25%;0;0;-;-;29;2;2;13;45%;31%;2;2;5 Julia Szczurowska ;I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Julia Papszun ;I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
3;2;2;3;;-;13;5;5;21;1;1;10%;12;1;50%;8%;24;3;3;10;42%;17%;2;2;8 Zuzanna Szperlak ;I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
4;3;3;4;;-;14;5;10;13;3;0;-23%;1;0;100%;100%;17;0;1;10;59%;53%;4;3;9 Weronika Centka ;I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;10 Marta Budnik ;I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
6;5;5;6;;-;15;7;10;13;2;2;0%;44;2;52%;18%;15;1;0;8;53%;47%;5;0;11 Aleksandra Gromadowska ;I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
5;4;;;;-;3;0;-1;6;1;0;-17%;0;0;-;-;20;2;1;3;15%;0%;0;1;12 Monika Ga³kowska ;I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
;*;;*;;-;0;0;0;0;0;0;-;4;0;50%;0%;0;0;0;0;-;-;0;0;16 Julia Mazur ;I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
*;*;*;*;;-;0;0;0;0;0;0;-;16;0;69%;25%;0;0;0;0;-;-;0;0;18 Justyna £ysiak (L);I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;19 Patrycja Chrzan (L);I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
*;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;22 Sylwia Kucharska ;I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
;*;*;4;;-;1;0;-2;4;0;0;50%;0;0;-;-;7;1;2;1;14%;-28%;0;0;3 Kiera Van Ryk ;I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
*;2;2;*;;-;7;4;-2;10;1;1;0%;21;4;52%;5%;17;1;3;6;35%;12%;0;1;4 Magdalena Grabka ;I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
1;1;1;1;;-;1;0;-1;16;2;0;-12%;0;0;-;-;0;0;0;0;-;-;1;2;5 Marta Krajewska ;I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
4;4;4;*;;-;16;3;7;10;1;0;10%;0;0;-;-;38;6;2;15;39%;18%;1;0;6 Aleksandra Rasiñska ;I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
5;5;5;5;;-;20;7;15;12;1;0;-8%;23;1;61%;35%;35;1;2;19;54%;46%;1;1;7 Jelena Blagojeviæ ;I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
6;6;6;6;;-;7;3;2;15;1;1;7%;0;0;-;-;14;1;3;5;36%;7%;1;3;8 Anna Stencel ;I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
;*;;;;-;0;0;0;1;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;9 Anna Kaczmar ;I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
3;3;3;3;;-;8;5;3;15;2;1;7%;1;1;0%;0%;9;0;2;4;44%;22%;3;3;10 Zuzanna Efimienko-M³otkowska ;I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
2;;*;2;;-;6;3;2;8;0;0;0%;12;0;50%;33%;23;1;3;6;26%;9%;0;0;12 Alexandra Laziæ ;I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Juliette Fidon-Lebleu ;I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
;*;*;*;;-;0;0;0;0;0;0;-;15;0;73%;13%;0;0;0;0;-;-;0;0;17 Aleksandra Krzos (L);I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
*;*;*;*;;-;0;0;-1;0;0;0;-;15;1;53%;20%;0;0;0;0;-;-;0;0;20 Daria Przyby³a (L);I£ Capital Legionovia Legionowo;23.12.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.12.2020, 16:30
3;2;2;;;-;6;1;-2;8;2;0;-25%;2;0;100%;100%;21;5;1;5;24%;-5%;1;1;1 Alexandra Dascalu ;I£ Capital Legionovia Legionowo;16.11.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;16.11.2020, 17:30
*;*;;;;-;0;0;-3;0;0;0;-;30;3;30%;7%;0;0;0;0;-;-;0;0;3 Monika Jag³a (L);I£ Capital Legionovia Legionowo;16.11.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;16.11.2020, 17:30
;*;4;;;-;5;2;1;6;2;0;-33%;1;0;0%;0%;12;0;2;4;33%;17%;1;1;4 Marta Pol ;I£ Capital Legionovia Legionowo;16.11.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;16.11.2020, 17:30
2;1;1;;;-;6;0;2;11;2;0;-18%;0;0;-;-;12;1;1;2;17%;0%;4;2;5 Magdalena Hawry³a ;I£ Capital Legionovia Legionowo;16.11.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;16.11.2020, 17:30
;*;*;;;-;0;0;0;0;0;0;-;13;0;15%;0%;0;0;0;0;-;-;0;0;6 Julia Reszelewska (L);I£ Capital Legionovia Legionowo;16.11.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;16.11.2020, 17:30
6;5;5;;;-;2;0;1;4;1;0;-25%;0;0;-;-;3;0;0;2;67%;67%;0;0;7 Magdalena Mazurek ;I£ Capital Legionovia Legionowo;16.11.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;16.11.2020, 17:30
4;3;3;;;-;10;2;8;8;0;0;0%;11;0;55%;36%;23;1;1;10;43%;35%;0;1;8 Ewelina ¯urowska ;I£ Capital Legionovia Legionowo;16.11.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;16.11.2020, 17:30
*;;*;;;-;1;0;1;2;0;0;0%;0;0;-;-;7;0;0;1;14%;14%;0;0;12 Natalia Lijewska ;I£ Capital Legionovia Legionowo;16.11.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;16.11.2020, 17:30
5;4;;;;-;3;2;3;3;0;0;0%;0;0;-;-;4;0;0;2;50%;50%;1;1;13 Kinga Ró¿yñska ;I£ Capital Legionovia Legionowo;16.11.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;16.11.2020, 17:30
*;;*;;;-;0;0;-1;4;1;0;0%;0;0;-;-;0;0;0;0;-;-;0;1;14 Agata Michalewicz ;I£ Capital Legionovia Legionowo;16.11.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;16.11.2020, 17:30
1;6;6;;;-;3;2;2;2;1;0;-50%;7;0;43%;14%;18;0;0;2;11%;11%;1;0;15 Regiane Bidias ;I£ Capital Legionovia Legionowo;16.11.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;16.11.2020, 17:30
*;;*;;;-;1;1;0;7;0;0;0%;1;0;0%;0%;7;0;1;0;0%;-14%;1;0;16 Emilia Mucha ;I£ Capital Legionovia Legionowo;16.11.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;16.11.2020, 17:30
*;*;*;;;-;0;0;0;0;0;0;-;8;0;38%;38%;0;0;0;0;-;-;0;0;1 Maria Stenzel (L);I£ Capital Legionovia Legionowo;16.11.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;16.11.2020, 17:30
6;1;6;;;-;2;2;1;14;1;0;0%;0;0;-;-;4;0;0;1;25%;25%;1;2;2 Julia Nowicka ;I£ Capital Legionovia Legionowo;16.11.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;16.11.2020, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;4 Oliwia Michalak ;I£ Capital Legionovia Legionowo;16.11.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;16.11.2020, 17:30
5;6;5;;;-;5;1;1;9;2;0;-22%;0;0;-;-;10;1;1;4;40%;20%;1;2;5 Ma³gorzata Lisiak ;I£ Capital Legionovia Legionowo;16.11.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;16.11.2020, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Anna Lewandowska ;I£ Capital Legionovia Legionowo;16.11.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;16.11.2020, 17:30
4;5;4;;;-;16;7;14;13;1;2;8%;30;0;37%;3%;22;0;1;14;64%;59%;0;0;8 Zuzanna Górecka ;I£ Capital Legionovia Legionowo;16.11.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;16.11.2020, 17:30
3;*;3;;;-;11;4;4;6;1;0;-17%;0;0;-;-;30;1;5;10;33%;13%;1;2;12 Veronica Jones-Perry ;I£ Capital Legionovia Legionowo;16.11.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;16.11.2020, 17:30
1;2;1;;;-;16;11;11;16;1;1;0%;7;0;29%;0%;30;3;1;15;50%;37%;0;0;14 Monika Fedusio ;I£ Capital Legionovia Legionowo;16.11.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;16.11.2020, 17:30
2;3;2;;;-;5;2;1;10;2;0;-20%;1;0;100%;0%;7;2;0;2;29%;0%;3;3;15 Kornelia Moskwa ;I£ Capital Legionovia Legionowo;16.11.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;16.11.2020, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Ewelina Tobiasz ;I£ Capital Legionovia Legionowo;16.11.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;16.11.2020, 17:30
;*;;;;-;0;0;0;2;0;0;50%;0;0;-;-;0;0;0;0;-;-;0;0;20 Justyna Kêdziora ;I£ Capital Legionovia Legionowo;16.11.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;16.11.2020, 17:30
*;4;;;;-;1;0;-1;4;0;0;0%;0;0;-;-;6;1;1;1;17%;-17%;0;0;24 Paulina Damaske ;I£ Capital Legionovia Legionowo;16.11.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;16.11.2020, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;2 Martyna Grajber ;I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;13.11.2020, 18:00
1;1;1;;;-;2;2;2;12;0;1;17%;0;0;-;-;0;0;0;0;-;-;1;2;4 Marlena Kowalewska ;I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;13.11.2020, 18:00
3;3;3;;;-;8;4;8;17;0;0;24%;0;0;-;-;8;0;0;5;63%;62%;3;3;5 Agnieszka K¹kolewska ;I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;13.11.2020, 18:00
4;4;4;;;-;22;8;18;8;1;0;12%;0;0;-;-;30;1;2;20;67%;56%;2;3;6 Jovana Brakocevic-Canzian ;I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;13.11.2020, 18:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;7 Katarzyna Po³eæ ;I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;13.11.2020, 18:00
;*;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;8 Indy Baijens ;I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;13.11.2020, 18:00
6;6;6;;;-;12;4;10;3;2;0;-67%;0;0;-;-;17;0;0;11;65%;65%;1;2;9 Iga Wasilewska ;I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;13.11.2020, 18:00
2;2;2;;;-;4;2;-5;21;2;1;5%;11;1;55%;18%;17;5;1;3;18%;-18%;0;1;11 Martyna £ukasik ;I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;13.11.2020, 18:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;13 Paulina Maj-Erwardt (L);I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;13.11.2020, 18:00
5;5;5;;;-;14;6;10;10;0;0;0%;38;3;47%;18%;25;0;1;14;56%;52%;0;1;14 Natalia Mêdrzyk ;I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;13.11.2020, 18:00
*;*;*;;;-;0;0;-1;0;0;0;-;9;1;56%;22%;0;0;0;0;-;-;0;0;16 Aleksandra ¯urawska (L);I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;13.11.2020, 18:00
*;*;*;;;-;0;0;0;3;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;17 Paulina Ba³dyga ;I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;13.11.2020, 18:00
5;5;5;;;-;5;3;5;8;0;1;12%;1;0;100%;100%;6;0;0;2;33%;33%;2;1;3 Kamila Witkowska ;I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;13.11.2020, 18:00
;*;;;;-;0;0;0;1;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;5 Aleksandra Gancarz ;I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;13.11.2020, 18:00
;*;*;;;-;2;0;2;2;0;0;0%;0;0;-;-;2;0;0;2;100%;100%;0;0;7 Weronika Wo³odko ;I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;13.11.2020, 18:00
1;1;1;;;-;11;3;9;13;1;1;0%;14;0;36%;21%;20;0;1;9;45%;40%;1;1;9 Natalia Murek ;I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;13.11.2020, 18:00
*;*;*;;;-;0;0;0;0;0;0;-;4;0;0%;0%;0;0;0;0;-;-;0;0;10 Agnieszka Adamek (L);I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;13.11.2020, 18:00
6;6;6;;;-;2;0;1;4;1;0;-25%;0;0;-;-;3;0;0;2;67%;67%;0;1;11 Adrianna Szady ;I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;13.11.2020, 18:00
3;3;3;;;-;11;2;3;9;0;1;11%;0;0;-;-;34;5;3;10;29%;6%;0;0;14 Ma³gorzata Jasek ;I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;13.11.2020, 18:00
